search_topic,openlibrary_work_key,title,author_name,first_publish_year,publish_years,subjects,languages,edition_count,publishers,publication_places
machine learning,/works/OL44604188W,Hyperparameter Optimization in Machine Learning,Luca Franceschi; Michele Donini; Valerio Perrone; Aaron Klein; Cédric Archambeau,2025,2025,,eng,1,Now Publishers,
machine learning,/works/OL44604194W,2025 International Symposium on Machine Learning and Media Computing (MLMC),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44325799W,Hands-On Machine Learning with Scikit-Learn and PyTorch,Aurélien Géron,2025,2025,Machine learning; Computer science; Deep learning (Machine learning); Artifical intelligence,eng,2,"O'Reilly Media, Incorporated; O'Reilly Media, Inc.",
machine learning,/works/OL44585535W,Confronting Mental Health Stigma with AI and Machine Learning,Ridhima Sharma; Fazla Rabby; Rohit Bansal; Timcy Sachdeva; Jihene Mrabet,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL42394149W,DeepAesthetics,Anna Munster,2025,2025,,eng,3,Duke University Press,
machine learning,/works/OL44589565W,2025 10th International Conference on Machine Learning Technologies (ICMLT),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44589465W,2025 ACM IEEE 7th Symposium on Machine Learning for CAD (MLCAD),IEEE Staff,2025,2025,,eng,1,IEEE,
machine learning,/works/OL44581007W,Integrative Machine Learning and Optimization Algorithms for Disease Prediction,Anandhavalli Muniasamy,2025,2025,,eng,5,IGI Global Scientific Publishing,
machine learning,/works/OL44584723W,Tiny Machine Learning,Agbotiname Lucky Imoize; Dinh-Thuan Do; Houbing Song,2025,2025,Science,eng,1,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL44564339W,Advances in Healthcare Using Machine Learning,Sriparna Saha; Lidia Ghosh,2025,2025,,eng,1,CRC Press LLC,
machine learning,/works/OL44549896W,New Manufacturing Value Chain,Arun Gupta,2025,2025,Economics,eng,1,"Wiley & Sons, Limited, John",
machine learning,/works/OL44551259W,Machine Learning Plasmas and the Neuromorphic Plasma Chemistry,Michael Keidar; Li Lin,2025,2025,,eng,1,Jenny Stanford Publishing,
machine learning,/works/OL44551621W,Agricultural Insights from Space,Dharmendra Singh; Kuldeep Chaurasia; Ghazaala Yasmin,2025,2025,,eng,2,Elsevier Science & Technology; Elsevier Science & Technology Books,
machine learning,/works/OL44550906W,Machine Learning in Water Treatment,Rakesh Namdeti; Arlene Abuda Joaquin,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL44546280W,Multivariate Statistics and Machine Learning,Daniel J. Denis,2025,2025,Science,eng,1,Taylor & Francis Group,
machine learning,/works/OL44578768W,Fundamentals of Probability and Statistics for Machine Learning,Ethem Alpaydin,2025,2025,,eng,1,MIT Press,
machine learning,/works/OL44579305W,Trustworthy Machine Learning,Bo Han; Jiangchao Yao; Tongliang Liu; Bo Li; Sanmi Koyejo,2025,2025,,eng,1,Now Publishers,
machine learning,/works/OL44546376W,"Linear Algebra, Data Science, and Machine Learning",Jeff Calder; Peter J. Olver,2025,2025,,eng,1,Springer,
machine learning,/works/OL44544088W,Advancing Innovation Through AI and Machine Learning Algorithms,Udara Yedukondalu; V. Vijayasri Bolisetty,2025,2025,,eng,2,CRC Press LLC,
machine learning,/works/OL44556502W,Machine Learning and Clustering for a Sustainable Future,Alma Yunuen Raya-Tapia; Francisco Javier López-Flores; César Ramírez-Márquez; José María Ponce-Ortega,2025,2025,,eng,1,Springer,
machine learning,/works/OL44549783W,Data-Driven Fault Diagnosis,Govind Vashishtha,2025,2025,,eng,2,Taylor & Francis Group,
machine learning,/works/OL42546623W,Soft Computing and Machine Learning,Mohd Anas Wajid; Aasim Zafar; Mohammad Saif Wajid; Akib Mohi Ud Din Khanday; Pronaya Bhattacharya,2025,2025,,eng,3,Taylor & Francis Group; CRC Press LLC,
machine learning,/works/OL44546573W,Machine Learning for Medical Applications,Ranjith Rajamanickam; Amit Sharma; Dhivya Ranjith; J. Paulo Davim,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
machine learning,/works/OL44545478W,Introduction to Machine Learning,Ruye Wang,2025,2025,,eng,2,Cambridge University Press,
machine learning,/works/OL42542959W,Advances of Machine Learning for Knowledge Mining in Electronic Health Records,P. Mohamed Fathimal; T. Ganesh Kumar; J. B. Shajilin Loret; Venkataraman Lakshmi; Manish T I,2025,2025,,eng,3,Taylor & Francis Group; CRC Press LLC,
machine learning,/works/OL42412591W,Concise Introduction to Machine Learning,A. C. Faul,2025,2025,,eng,4,Taylor & Francis Group; CRC Press LLC,
machine learning,/works/OL44562691W,Mathematics for Machine Technology,John Peterson; Kathleen McGarry; Robert Smith,2025,2025,,eng,1,Delmar Cengage Learning,
machine learning,/works/OL44552825W,Machine Learning in Drug Development,Katherine Seley-Radtke; Joy Feng,2025,2025,,eng,3,Elsevier Science & Technology; Elsevier Science & Technology Books,
machine learning,/works/OL44560905W,Machine Learning in Protein Science,Jinjin Li; Yanqiang Han,2025,2025,,eng,2,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL44552762W,Machine Learning for Dummies,Luca Massaron; John Paul Mueller,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
machine learning,/works/OL44543303W,Time Series Forecasting Using Machine Learning,Tsung-wu Ho,2025,2025,,eng,1,Springer,
machine learning,/works/OL44552974W,Prediction and Evaluation of Hardened Concrete Strength,Jianghong Mao; Ping Wu; Yidong Xu; Xiaoniu Yu; Weijie Zhuge,2025,2025,,eng,1,Springer,
machine learning,/works/OL44553931W,Machine Learning for Advanced Manufacturing,Nishant Ranjan; Rashi Tyagi; Ranvijay Kumar; Ashutosh Tripathi; Amit Verma,2025,2025,,eng,1,CRC Press LLC,
machine learning,/works/OL42411842W,Machine Learning Applications in Renewable Energy,Namrata Manohar; Mousmi Ajay Chaurasia; Stefan Mozar; Chia-Feng Juang,2025,2025,,eng,1,Springer,
machine learning,/works/OL42419795W,New Kind of Machine Learning - Cellular Automata Model,Parimal Pal Chaudhuri; Adip Dutta; Somshubhro Pal Choudhury; Dipanwita Roy Chowdhury; Raju Hazari,2025,2025,,eng,1,Springer,
machine learning,/works/OL42420081W,Informed Machine Learning,Daniel Schulz; Christian Bauckhage,2025,2025,,eng,1,Springer,
machine learning,/works/OL42409451W,Machine Learning for Econometrics,Christophe Gaillac; Jérémy L'Hour,2025,2025,,eng,2,Oxford University Press,
machine learning,/works/OL42410040W,Machine Learning for Malware Detectionhb,Charles K. Nicholas,2025,2025,,eng,1,World Scientific Publishing Co Pte Ltd,
machine learning,/works/OL42401222W,Machine Learning-Based Hyperspectral Image Processing,Bing Zhang,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
machine learning,/works/OL42412752W,Generative Machine Learning Models in Medical Image Computing,Le Zhang; Chen Chen; Zeju Li; Greg Slabaugh,2025,2025,,eng,1,Springer,
machine learning,/works/OL42404022W,Machine Learning and AI with Simple Python and Matlab Scripts,M. Umit Uyar,2025,2025,,eng,3,"Wiley & Sons, Incorporated, John; Wiley & Sons, Limited, John",
machine learning,/works/OL42456925W,Introduction to Machine Learning,Bechoo Lal,2025,2025,,eng,1,Toronto Academic Press,
machine learning,/works/OL42396749W,"Proceedings of the 3rd International Conference on Machine Learning, Cloud Computing and Intelligent Mining",Fuchun Sun; Hesheng Wang; Han Long; Yifei Wei; Hongqi Yu,2025,2025,,eng,3,Springer,
machine learning,/works/OL42396992W,Mathematical Optimization for Machine Learning,Konstantin Fackeldey; Aswin Kannan; Sebastian Pokutta; Kartikey Sharma; Daniel Walter,2025,2025,,eng,3,"de Gruyter GmbH, Walter",
machine learning,/works/OL42405139W,Machine Learning in Quantum Sciences,Anna Dawid; Alexandre Dauphin; Julian Arnold; Borja Requena; Alexander Gresch,2025,2025,,eng,2,Cambridge University Press,
machine learning,/works/OL42405182W,Gravitational Wave Science with Machine Learning,Elena Cuoco,2025,2025,,eng,1,Springer,
machine learning,/works/OL42400216W,NanoMind,Shubham Mahajan; Susanta Das; Alvaro Rocha; Debanjali Barman Roy; Paras Chawla,2025,2025,,eng,1,Springer,
machine learning,/works/OL42400508W,"Hybrid Intelligent Systems : 23rd International Conference on Hybrid Intelligent Systems , December 11-13, 2023, Volume 2",Anu Bajaj; Ana Maria Madureira; Ajith Abraham,2025,2025,,eng,1,Springer,
machine learning,/works/OL42400934W,Machine Learning for Drone-Enabled IoT Networks,Jahan Hassan; Sara Khalifa; Prasant Misra,2025,2025,,eng,1,Springer,
machine learning,/works/OL43763005W,Machine Learning in Production,Christian Kastner,2025,2025,,eng,1,The MIT Press,
machine learning,/works/OL43817965W,Machine Learning for Tabular Data,Mark Ryan; Luca Massaron,2025,2025,,eng,1,Manning,
machine learning,/works/OL42932390W,Robotics Handbook The Ultimate Guide to Learn Build and Automate Smart Systems,Sheikh Muhammad Ibraheem,2025,2025,,eng,1,NLOP,
machine learning,/works/OL42545805W,Advancements in Machine Learning and Natural Language Processing : Innovations and Applications,Lamia Hadrich Belguith; Khaled Shaalan,2025,2025,,eng,1,Springer,
machine learning,/works/OL44584141W,Building Machine Learning Systems with a Feature Store,Jim Dowling,2025,2025,,eng,1,"O'Reilly Media, Incorporated",
machine learning,/works/OL44584161W,AI-Powered Ergonomics,Neelesh Sharma; Ashwani Kumar; Gaurav Dwivedi,2025,2025,,eng,1,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL45151065W,Future of Machine Learning with Automation in Engineering,Sandeep Gupta,2025,2025,Machine learning,eng,1,"Nova Science Publishers, Incorporated",
machine learning,/works/OL45151358W,2025 IEEE 6th International Conference on Pattern Recognition and Machine Learning (PRML),IEEE Staff,2025,2025,Technology,eng,1,IEEE,
machine learning,/works/OL45151337W,"2025 4th Asia Conference on Algorithms, Computing and Machine Learning (CACML)",IEEE Staff,2025,2025,Technology,eng,1,IEEE,
machine learning,/works/OL45149677W,Philosophy of Science for Machine Learning,Juan M. Durán; Giorgia Pozzi,2025,2025,"Knowledge, theory of; Artificial intelligence; Technology",eng,1,Springer,
machine learning,/works/OL45151537W,"Powering e-Collaboration Through AI, Machine Learning, and Internet of Things",Jingyuan Zhao,2025,2025,Computer networks; Artificial intelligence; Internet of things,eng,2,IGI Global Scientific Publishing,
machine learning,/works/OL45152294W,"2025 7th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)",IEEE Staff,2025,2025,Technology,eng,1,IEEE,
machine learning,/works/OL45152297W,2025 6th International Conference on Machine Learning and Computer Application (ICMLCA),IEEE Staff,2025,2025,Technology,eng,1,IEEE,
machine learning,/works/OL45156671W,The AI Engineering Bible For Developers,Manju Vallayil,2025,2025,Computers; Computer software,eng,1,Pixel Path Media LLC,
machine learning,/works/OL42455014W,Statistics with R for Machine Learning,Mohsen Nady,2025,2025; 2026,,eng,5,"Wiley & Sons, Limited, John; Arcler Education Inc",
machine learning,/works/OL37580274W,Machine Translation and Foreign Language Learning,Kizito Tekwa,2024,2024; 2025,,eng,2,Springer,
machine learning,/works/OL37572909W,Machine Learning Crash Course for Engineers,Eklas Hossain,2024,2024; 2025,,eng,2,Springer International Publishing AG,
machine learning,/works/OL37577220W,Machine Learning-Based Design and Optimization of High-Speed Circuits,Vazgen Melikyan,2024,2024; 2025,,eng,2,Springer,
machine learning,/works/OL38124306W,Artificial Intelligence and Machine Learning,Khalid S. Soliman,2024,2024; 2025,,eng,3,Springer,
machine learning,/works/OL38124687W,Machine Learning for Healthcare,Rasit Dinc,2024,2024; 2025,,eng,2,Troubador Publishing Limited,
machine learning,/works/OL38012618W,"AI, Machine Learning, and IoT for Communication and Medical Applications",Altaf O. Mulani; Korhan Cengiz; Suman Lata Tripathi,2024,2024; 2025,,eng,5,IGI Global,
machine learning,/works/OL37944299W,Cutting-Edge Techniques for Effective Data Mining and Machine Learning,Benjamin Kenwright,2024,2024; 2025,,eng,3,IGI Global,
machine learning,/works/OL39669939W,"Advances in Neural Computation, Machine Learning, and Cognitive Research VIII",Boris Kryzhanovsky; Witali Dunin-Barkowski; Vladimir Redko; Yury Tiumentsev; Dmitry Yudin,2024,2024; 2025,,eng,2,Springer,
machine learning,/works/OL38128219W,Mitigating Cyber Threats Through Machine Learning,Ajmery Sultana; Arun Kumar Sivaraman; Sita Rani; Priyadarsini Karthik,2024,2024; 2025,,eng,3,IGI Global,
machine learning,/works/OL42444952W,Artificial Intelligence and Machine Learning for Space Domain Awareness,Jonathan Tran; Prateek Puri; Jordan Logue; Anthony Jacques; Li Ang Zhang,2024,2024; 2025,,eng,2,"RAND Corporation, The",
machine learning,/works/OL42399342W,Machine Learning in Geomechanics 2,Félix Darve; Ioannis Stefanou,2024,2024; 2025,,eng,4,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL42399515W,Machine Learning in Geomechanics 1,Ioannis Stefanou; Félix Darve,2024,2024; 2025,Machine learning; Geophysics,eng,4,"Wiley & Sons, Incorporated, John",
machine learning,/works/OL37831042W,Why Machines Learn,Anil Ananthaswamy,2024,2024; 2025,Science,eng,4,"Penguin Publishing Group; Penguin Books, Limited",
machine learning,/works/OL37831909W,Robust Machine Learning,Rachid Guerraoui; Nirupam Gupta; Rafael Pinot,2024,2024; 2025,,eng,2,Springer,
machine learning,/works/OL36653566W,Quantum Machine Learning,Claudio Conti,2023,2025; 2023,,eng,2,Springer International Publishing AG,
machine learning,/works/OL37576434W,Machine Learning and Optimization for Engineering Design,Apoorva S. Shastri; Kailash Shaw; Mangal Singh,2023,2025; 2023,,eng,2,Springer,
deep learning,/works/OL45154783W,2026 5th International Conference on Sentiment Analysis and Deep Learning (ICSADL),IEEE Staff,2026,2026,Technology,eng,1,IEEE,
deep learning,/works/OL45147722W,Elements of Deep Learning,Benyamin Ghojogh; Ali Ghodsi,2026,2026,,eng,1,Springer,
deep learning,/works/OL45149528W,Optimization Techniques for Deep Learning,Atefeh Hemmati; Amir Masoud Rahmani; Fatemeh Bazikar; Hossein Moosaei; Panos M. Pardalos,2026,2026,,eng,1,Springer,
deep learning,/works/OL44619053W,Deep Learning Techniques,Addyson Cassidy,2025,2025,Reference books,eng,1,WH Haufmann,
deep learning,/works/OL44612853W,Deep Learning Architectures for Smart Systems,"Polepally, Vijayakumar, 1st; Raju, B., 2nd; Raghuram, B., 3rd",2025,2025,Education,eng,1,Selfypage Developers Pvt Ltd,
deep learning,/works/OL44613107W,Walking in Love 24 Feet Deep,Rob Betts; Allie Phillips,2025,2025,Religion; Education,eng,1,Betts Family Ministries,
deep learning,/works/OL44614271W,Computational and Deep Learning Models for Advanced Behavioral Analysis,Ali Turab; Josué Antonio Nescolarde Selva; Andrés Montoyo,2025,2025,,eng,5,IGI Global Scientific Publishing,
deep learning,/works/OL42547173W,Deep Learning and Blockchain Technology for Smart and Sustainable Cities,Subramaniyaswamy V; G. Revathy; Logesh Ravi; N. Thillaiarasu; Naresh Kshetri,2025,2025,,eng,3,"Auerbach Publishers, Incorporated; CRC Press LLC",
deep learning,/works/OL44550346W,Handbook of Deep Learning Models : Volume One,Parag Verma; Er. Devarasetty Purna Sankar; Anuj Bhardwaj; Vaibhav Chaudhari; Arnav Pandey,2025,2025,,eng,3,Taylor & Francis Group,
deep learning,/works/OL44551194W,Deep Learning Models for Economic Research,Andrzej Dudek,2025,2025,Economics,eng,1,Routledge,
deep learning,/works/OL44561411W,Deep Learning in Plant Science and Agricultural Biotechnology,Jen-Tsung Chen,2025,2025,Agriculture,eng,1,CABI,
deep learning,/works/OL44611052W,Deep Learning in Medical,Emry Saunders,2025,2025,Reference books,eng,1,WH Haufmann,
deep learning,/works/OL44594087W,"Deep Learning with Pytorch, Second Edition",Luca Antiga; Eli Stevens; Howard Huang; Thomas Viehmann,2025,2025,,eng,1,Manning Publications Co. LLC,
deep learning,/works/OL44584320W,"Deep Learning with Python, Third Edition",Francois Chollet; Matthew Watson,2025,2025,,eng,2,Manning Publications Co. LLC,
deep learning,/works/OL44550549W,Deep Learning Applications,Laith Abualigah,2025,2025,Science,eng,1,CRC Press LLC,
